model,species_key,common_name,scientific_name,rows,trials,detections,positive_locality_seasons,observed_detection_rate,mean_predicted_detection_rate,calibration_error,weighted_bce,positive_triplet_auroc,positive_triplet_auprc
train_prevalence,avibase-41062654,Northern Parula,Setophaga americana,36,596,81,15,0.13590604026845637,0.12106666713953018,0.014839373128926192,0.39846197137926687,0.5,0.36628731505192474
train_prevalence,avibase-42101632,Scarlet Tanager,Piranga olivacea,36,596,50,7,0.08389261744966443,0.07360000163316727,0.010292615816497167,0.2889207391218956,0.5,0.21208527455647272
train_prevalence,avibase-43E56D2C,Fish Crow,Corvus ossifragus,36,596,85,21,0.14261744966442952,0.1066666692495346,0.03595078041489491,0.4158933817706165,0.5,0.5929617216637677
train_prevalence,avibase-448D91B7,Red-headed Woodpecker,Melanerpes erythrocephalus,36,596,1,1,0.0016778523489932886,0.007466666866093874,0.005788814517100585,0.015699064345934655,0.5,0.2
train_prevalence,avibase-49D9148A,Great Egret,Ardea alba,36,596,8,3,0.013422818791946308,0.013866666704416275,0.0004438479124699666,0.07120268276848603,0.5,0.18726053639846743
train_prevalence,avibase-4D207AF6,Black-and-white Warbler,Mniotilta varia,36,596,23,8,0.03859060402684564,0.05013333261013031,0.011542728583284673,0.16495314575071185,0.5,0.22684784413615058
train_prevalence,avibase-4E192262,Swamp Sparrow,Melospiza georgiana,36,596,46,8,0.07718120805369127,0.06880000233650208,0.0083812057171892,0.2723591132324264,0.5,0.19186565015689055
train_prevalence,avibase-4E74AE22,Northern Cardinal,Cardinalis cardinalis,36,596,403,33,0.6761744966442953,0.6677333116531372,0.00844118499115809,0.6298807321069204,0.5,0.927801396871037
train_prevalence,avibase-4FF7DE80,Black Vulture,Coragyps atratus,36,596,103,17,0.17281879194630873,0.17440000176429749,0.0015812098179887601,0.46033643624568893,0.5,0.543330282959439
train_prevalence,avibase-536A5157,Red-tailed Hawk,Buteo jamaicensis,36,596,60,17,0.10067114093959731,0.08906666934490204,0.01160447159469527,0.32735447930364525,0.5,0.5239638842677807
train_prevalence,avibase-58C502EA,Barn Swallow,Hirundo rustica,36,596,26,10,0.0436241610738255,0.06613333523273468,0.022509174158909177,0.18392358656545435,0.5,0.19207349389030975
