model,species_key,common_name,scientific_name,rows,trials,detections,positive_locality_seasons,observed_detection_rate,mean_predicted_detection_rate,calibration_error,weighted_bce,positive_triplet_auroc,positive_triplet_auprc
availability,avibase-536A5157,Red-tailed Hawk,Buteo jamaicensis,36,596,60,17,0.10067114093959731,0.08565104095227766,0.015020099987319652,0.32552103771384666,0.7337461300309598,0.6646998070470806
availability,avibase-58C502EA,Barn Swallow,Hirundo rustica,36,596,26,10,0.0436241610738255,0.06573014211334638,0.022105981039520876,0.17741310519693015,0.7346153846153847,0.44137474152954026
availability,avibase-6090278A,Eastern Towhee,Pipilo erythrophthalmus,36,596,181,27,0.3036912751677852,0.34985018986583555,0.046158914698050335,0.5954203181993638,0.8641975308641975,0.9606022657526475
availability,avibase-60E6081E,Hooded Merganser,Lophodytes cucullatus,36,596,17,3,0.028523489932885907,0.017423399838137645,0.011100090094748261,0.12635286905701418,0.9090909090909091,0.6
availability,avibase-60F32AF8,American Herring Gull,Larus smithsonianus,36,596,0,0,0.0,0.0013648760899582614,0.0013648760899582614,0.0013658175050891036,,
availability,avibase-6283E61E,Pine Warbler,Setophaga pinus,36,596,141,16,0.23657718120805368,0.2871867788568039,0.0506095976487502,0.5309680383108253,0.8,0.8106644172820643
availability,avibase-62CA2AF8,Eastern Phoebe,Sayornis phoebe,36,596,264,28,0.4429530201342282,0.3245427783503628,0.11841024178386539,0.7029910728729072,0.8526785714285714,0.9538574339781182
availability,avibase-69544B59,American Crow,Corvus brachyrhynchos,36,596,411,32,0.6895973154362416,0.651956904554527,0.03764041088171455,0.6186526023044582,0.7421875,0.9501184497137812
availability,avibase-6CDC3C9C,Laughing Gull,Leucophaeus atricilla,36,596,2,1,0.003355704697986577,0.008581189006635757,0.00522548430864918,0.023510063913481496,1.0,1.0
availability,avibase-719935EF,Royal Tern,Thalasseus maximus,36,596,1,1,0.0016778523489932886,0.004400416769184197,0.0027225644201909083,0.012868391246364177,1.0,1.0
availability,avibase-7EFF698D,Northern Mockingbird,Mimus polyglottos,36,596,92,22,0.15436241610738255,0.2108913012999016,0.05652888519251906,0.4299618670418915,0.685064935064935,0.7397433989588101
availability,avibase-847717E2,Red-eyed Vireo,Vireo olivaceus,36,596,108,14,0.18120805369127516,0.1677085818760347,0.013499471815240444,0.4547140009860438,0.8214285714285714,0.8314471243042671
availability,avibase-85625D75,Mallard,Anas platyrhynchos,36,596,63,16,0.10570469798657718,0.09357824536577967,0.012126452620797507,0.3330796402786835,0.63125,0.542996006956839
availability,avibase-86D45B8F,Green Heron,Butorides virescens,36,596,5,3,0.008389261744966443,0.010948947674576067,0.0025596859296096244,0.04746309193626156,0.8484848484848485,0.273015873015873
availability,avibase-891798D9,Summer Tanager,Piranga rubra,36,596,50,6,0.08389261744966443,0.11311881441697978,0.02922619696731535,0.2840611331734583,0.7277777777777777,0.63387747443475
availability,avibase-89431E9F,House Finch,Haemorhous mexicanus,36,596,109,26,0.18288590604026847,0.21073859782526957,0.027852691785001105,0.46881946472158437,0.7269230769230769,0.8539946309607759
availability,avibase-8BBB3255,Common Grackle,Quiscalus quiscula,36,596,53,13,0.08892617449664429,0.09978955540331018,0.010863380906665887,0.29380289331790777,0.6655518394648829,0.5669804217375067
availability,avibase-8CD66855,Eastern Meadowlark,Sturnella magna,36,596,44,8,0.0738255033557047,0.06860761369434779,0.005217889661356917,0.2574930755937042,0.6116071428571429,0.3995417625852408
availability,avibase-8D6D5F2B,Great Crested Flycatcher,Myiarchus crinitus,36,596,22,9,0.03691275167785235,0.054934489078219705,0.018021737400367353,0.15521576880850832,0.8477366255144033,0.7253086419753086
availability,avibase-8E1D9327,Wood Thrush,Hylocichla mustelina,36,596,57,12,0.09563758389261745,0.08291620149858446,0.01272138239403299,0.30527174146795233,0.8611111111111112,0.8009259259259259
availability,avibase-93694BB5,Great Blue Heron,Ardea herodias,36,596,59,20,0.09899328859060402,0.07095421162502677,0.028039076965577253,0.3287029219617981,0.65,0.7189454144438108
availability,avibase-9437D635,Cedar Waxwing,Bombycilla cedrorum,36,596,42,17,0.07046979865771812,0.08185687722425733,0.011387078566539213,0.24812521098288437,0.7554179566563467,0.6676578242228158
availability,avibase-94A44032,European Starling,Sturnus vulgaris,36,596,54,11,0.09060402684563758,0.12253355468629591,0.031929527840658334,0.30014137600230545,0.8181818181818182,0.620218378113115
availability,avibase-95B77F08,Gray Catbird,Dumetella carolinensis,36,596,52,12,0.087248322147651,0.10912855584549423,0.021880233697843227,0.2874016813392594,0.7743055555555556,0.6304635380722338
availability,avibase-95DB0943,Blue-headed Vireo,Vireo solitarius,36,596,25,11,0.04194630872483222,0.03584315565933517,0.006103153065497045,0.17416378220381365,0.6145454545454545,0.4441549595874172
availability,avibase-9891BF73,Eastern Wood-Pewee,Contopus virens,36,596,55,7,0.09228187919463088,0.11420335601890247,0.02192147682427159,0.29862438213271003,0.8078817733990148,0.6709523809523809
availability,avibase-9A8E55D0,Pied-billed Grebe,Podilymbus podiceps,36,596,10,3,0.016778523489932886,0.009607666131459027,0.007170857358473859,0.08513128903994872,0.9090909090909091,0.6
availability,avibase-9BE68BD3,Yellow-bellied Sapsucker,Sphyrapicus varius,36,596,120,14,0.20134228187919462,0.14455426501847754,0.05678801686071708,0.49594580929219806,0.8441558441558441,0.7834042312577204
availability,avibase-9D06AF89,Hairy Woodpecker,Leuconotopicus villosus,36,596,85,12,0.14261744966442952,0.08102164638772506,0.061595803276704456,0.42215112142395345,0.7222222222222222,0.7286815447097706
availability,avibase-A15C5071,Blue-gray Gnatcatcher,Polioptila caerulea,36,596,124,17,0.2080536912751678,0.19399696533511948,0.014056725940048309,0.4886388062164686,0.8668730650154799,0.8272387742975977
availability,avibase-A4F5C5C8,Northern House Wren,Troglodytes aedon,36,596,45,13,0.07550335570469799,0.0681150651743148,0.0073882905303831875,0.2579626400894942,0.745819397993311,0.5744793240947087
availability,avibase-A5F09E05,Song Sparrow,Melospiza melodia,36,596,234,25,0.3926174496644295,0.37816258909918316,0.014454860565246364,0.6545369667129253,0.7672727272727272,0.8371940714369873
availability,avibase-A7A75EA1,Blue Grosbeak,Passerina caerulea,36,596,17,8,0.028523489932885907,0.0487832893936226,0.020259799460736694,0.1320511363204466,0.6383928571428571,0.3164842549923195
availability,avibase-A8347C7D,Eastern Bluebird,Sialia sialis,36,596,294,30,0.49328859060402686,0.46787639067277015,0.025412199931256707,0.6881566313470294,0.7277777777777777,0.8772073394433094
availability,avibase-ACB9D1C6,Purple Martin,Progne subis,36,596,1,1,0.0016778523489932886,0.02906806532281057,0.02739021297381728,0.035479052908701236,0.2,0.034482758620689655
availability,avibase-AD7F307B,Brown-headed Nuthatch,Sitta pusilla,36,596,86,21,0.14429530201342283,0.1308022047699298,0.01349309724349304,0.4115907101437434,0.580952380952381,0.6588562778064591
availability,avibase-B01E8BD4,Hermit Thrush,Catharus guttatus,36,596,59,15,0.09899328859060402,0.09870132435138193,0.00029196423922209225,0.31750200364845366,0.7111111111111111,0.5779868463374319
availability,avibase-B48335B1,Pine Siskin,Spinus pinus,36,596,4,4,0.006711409395973154,0.038563060236707226,0.031851650840734075,0.060879505717461695,0.6484375,0.27293929267613476
availability,avibase-B488AB70,Tufted Titmouse,Baeolophus bicolor,36,596,461,34,0.7734899328859061,0.7167176392254413,0.05677229366046477,0.5308512579005481,0.8529411764705882,0.9908811798474741
availability,avibase-B59E1863,Canada Goose,Branta canadensis,36,596,97,22,0.16275167785234898,0.13270322300943752,0.030048454842911465,0.44515317649947883,0.538961038961039,0.6715140785779681
availability,avibase-B60B1166,Ruby-crowned Kinglet,Corthylio calendula,36,596,135,19,0.22651006711409397,0.21688380824939515,0.009626258864698811,0.5176331154405615,0.8359133126934984,0.8332988865822498
availability,avibase-BA4C8A02,Common Yellowthroat,Geothlypis trichas,36,596,48,12,0.08053691275167785,0.10266796266972619,0.022131049918048346,0.2754392611324722,0.5729166666666666,0.39677710293519114
availability,avibase-BBA2F9DF,Tree Swallow,Tachycineta bicolor,36,596,35,9,0.0587248322147651,0.07619018388924582,0.017465351674480725,0.21705248266797714,0.8189300411522634,0.5687084520417853
availability,avibase-BC5A9498,Yellow-rumped Warbler,Setophaga coronata,36,596,93,22,0.15604026845637584,0.10656688237350259,0.049473386082873244,0.4363996023000835,0.7467532467532467,0.8239766004508109
availability,avibase-BCF9A19A,Killdeer,Charadrius vociferus,36,596,36,8,0.06040268456375839,0.05625788848097092,0.0041447960827874705,0.2256821017166059,0.625,0.32316696103460807
availability,avibase-BED38F50,American Redstart,Setophaga ruticilla,36,596,15,8,0.025167785234899327,0.0437496392518882,0.01858185401698887,0.11759195350244939,0.9151785714285714,0.663176406926407
availability,avibase-C3AD1AFF,Chimney Swift,Chaetura pelagica,36,596,60,17,0.10067114093959731,0.09771583889354796,0.0029553020460493518,0.317767948191508,0.7027863777089783,0.6285400910805532
availability,avibase-C86D078E,Red-winged Blackbird,Agelaius phoeniceus,36,596,70,15,0.1174496644295302,0.15703688074378358,0.03958721631425338,0.35960079754722124,0.580952380952381,0.5485732538065196
availability,avibase-C8F9F2D0,Brown Thrasher,Toxostoma rufum,36,596,73,22,0.12248322147651007,0.14517412612202182,0.022690904645511753,0.3629879185082735,0.6396103896103896,0.7402365627060619
availability,avibase-C9ABA616,American Goldfinch,Spinus tristis,36,596,320,28,0.5369127516778524,0.4547194967533918,0.08219325492446056,0.695154062685969,0.7410714285714286,0.8376369391451837
availability,avibase-CB5469E1,Carolina Wren,Thryothorus ludovicianus,36,596,455,33,0.7634228187919463,0.7538218770251178,0.009600941766828464,0.5376066661959905,0.6767676767676768,0.9632022754537338
availability,avibase-CEA5B6AA,Ovenbird,Seiurus aurocapilla,36,596,77,8,0.12919463087248323,0.09255491525884843,0.0366397156136348,0.37491404942152085,0.6785714285714286,0.526384167303285
availability,avibase-D77E4B41,American Robin,Turdus migratorius,36,596,252,28,0.4228187919463087,0.3058366229470144,0.11698216899929431,0.6955384757155539,0.8080357142857143,0.9405636532620695
availability,avibase-D97F93CC,White-eyed Vireo,Vireo griseus,36,596,54,14,0.09060402684563758,0.094030509121566,0.0034264822759284275,0.2944834296084893,0.8603896103896104,0.8325054112554113
availability,avibase-DEC3D8D0,Ruby-throated Hummingbird,Archilochus colubris,36,596,67,15,0.11241610738255034,0.10275980961452795,0.00965629776802239,0.34276703061914154,0.8507936507936508,0.7613396625161333
availability,avibase-E23F6DE0,Field Sparrow,Spizella pusilla,36,596,51,9,0.08557046979865772,0.08766054814593904,0.002090078347281324,0.28335732357661586,0.6748971193415638,0.4777460127818551
availability,avibase-E826E9F3,Great Black-backed Gull,Larus marinus,36,596,2,1,0.003355704697986577,0.006097727722407087,0.00274202302442051,0.022039095367794175,1.0,1.0
availability,avibase-EA4D6C0B,Red-shouldered Hawk,Buteo lineatus,36,596,173,26,0.2902684563758389,0.311473749152966,0.02120529277712707,0.5957372966854053,0.7038461538461539,0.8689643481253495
availability,avibase-EB98812F,Cooper's Hawk,Astur cooperii,36,596,22,10,0.03691275167785235,0.039243270330531085,0.002330518652678734,0.156527349587629,0.49615384615384617,0.3093003663003663
availability,avibase-EF47E15D,Boat-tailed Grackle,Quiscalus major,36,596,1,1,0.0016778523489932886,0.004271075377184522,0.0025932230281912336,0.012889559083697086,1.0,1.0
availability,avibase-F59AB6B3,Brown Pelican,Pelecanus occidentalis,36,596,1,1,0.0016778523489932886,0.005517126195407754,0.0038392738464144652,0.013599000541578456,1.0,1.0
availability,avibase-F941AAD3,Carolina Chickadee,Poecile carolinensis,36,596,468,33,0.785234899328859,0.7679437371908419,0.01729116213801718,0.5143107661079463,0.696969696969697,0.9478141951796095
availability,avibase-FB738385,Bufflehead,Bucephala albeola,36,596,15,3,0.025167785234899327,0.013733829777912805,0.011433955456986522,0.11639067131002073,0.8383838383838383,0.34920634920634913
availability,avibase-FED3756C,Bald Eagle,Haliaeetus leucocephalus,36,596,22,9,0.03691275167785235,0.04260251677326308,0.005689765095410727,0.15711105608674966,0.6954732510288066,0.5137547637547637
availability,avibase-FF9D71AF,Northern Flicker,Colaptes auratus,36,596,93,19,0.15604026845637584,0.13674390204750853,0.01929636640886731,0.4314045430861325,0.826625386996904,0.8396206413593821
effort,avibase-00124D98,Mourning Dove,Zenaida macroura,36,596,315,29,0.5285234899328859,0.4522606108412647,0.07626287909162122,0.7124959959345722,0.3399014778325123,0.7100507409913848
effort,avibase-00635FF9,Pileated Woodpecker,Dryocopus pileatus,36,596,141,27,0.23657718120805368,0.2239974055864267,0.012579775621626987,0.544959032709245,0.6584362139917695,0.78167521097405
effort,avibase-043F337A,Indigo Bunting,Passerina cyanea,36,596,48,12,0.08053691275167785,0.12081540342195322,0.04027849067027538,0.28685543572668526,0.6076388888888888,0.506348486685923
effort,avibase-05FF3C9B,Dark-eyed Junco,Junco hyemalis,36,596,75,12,0.12583892617449666,0.06550099851326055,0.06033792766123611,0.38825688737954184,0.7118055555555556,0.5463128873097408
effort,avibase-0716A71C,Red-breasted Nuthatch,Sitta canadensis,36,596,4,4,0.006711409395973154,0.04326393203372323,0.03655252263775008,0.06450688783768048,0.765625,0.45795454545454545
effort,avibase-078557F2,Red-bellied Woodpecker,Melanerpes carolinus,36,596,347,31,0.5822147651006712,0.5818461027221392,0.0003686623785319476,0.6705311463858132,0.2967741935483871,0.7746985733712298
effort,avibase-082D833C,Eastern Kingbird,Tyrannus tyrannus,36,596,8,5,0.013422818791946308,0.018112277873047946,0.0046894590811016375,0.07062724956576699,0.5290322580645161,0.19112554112554112
effort,avibase-0CF12F81,Yellow-billed Cuckoo,Coccyzus americanus,36,596,16,4,0.026845637583892617,0.06784363231002885,0.04099799472613623,0.13833509482730638,0.6640625,0.2869318181818182
effort,avibase-1327AC55,Osprey,Pandion haliaetus,36,596,6,4,0.010067114093959731,0.012083568925900547,0.0020164548319408157,0.055484945504155864,0.625,0.18392857142857144
effort,avibase-136451CF,Yellow-throated Warbler,Setophaga dominica,36,596,53,10,0.08892617449664429,0.07344375987030916,0.015482414626335136,0.3054946114777495,0.38461538461538464,0.24405002405002402
effort,avibase-154BCCAE,Golden-crowned Kinglet,Regulus satrapa,36,596,101,17,0.16946308724832215,0.14194396326955933,0.027519123978762827,0.45716046469144994,0.4984520123839009,0.5472256256097431
effort,avibase-15EB3000,Hooded Warbler,Setophaga citrina,36,596,18,9,0.030201342281879196,0.043697515327558424,0.013496173045679228,0.13164735857058785,0.8024691358024691,0.7081525404106048
effort,avibase-19CCBBD2,White-breasted Nuthatch,Sitta carolinensis,36,596,280,25,0.4697986577181208,0.3521745891479038,0.11762406857021701,0.6862507988003294,0.6327272727272727,0.8184586619227425
effort,avibase-1B2A6386,Downy Woodpecker,Dryobates pubescens,36,596,303,30,0.5083892617449665,0.46857558125817533,0.039813680486791125,0.7051040346997477,0.5111111111111111,0.7988021527088267
effort,avibase-1DA430B8,Blue Jay,Cyanocitta cristata,36,596,291,30,0.48825503355704697,0.47020870737181414,0.01804632618523283,0.6837633134293475,0.8222222222222222,0.9500230817035042
effort,avibase-1E1AB415,Brown-headed Cowbird,Molothrus ater,36,596,69,16,0.11577181208053691,0.15467653929837197,0.038904727217835056,0.3629194760837374,0.63125,0.5157179122472441
effort,avibase-23863F65,Ring-billed Gull,Larus delawarensis,36,596,19,7,0.031879194630872486,0.028918799053527566,0.0029603955773449195,0.13700961441543963,0.8078817733990148,0.6383786848072562
effort,avibase-240E3390,House Sparrow,Passer domesticus,36,596,6,5,0.010067114093959731,0.04282526703763928,0.03275815294367955,0.07520115958712119,0.5419354838709678,0.1732037037037037
effort,avibase-2778A3F4,Acadian Flycatcher,Empidonax virescens,36,596,49,7,0.08221476510067115,0.10561711808679088,0.02340235298611973,0.2779782658755759,0.5812807881773399,0.4273926237161531
effort,avibase-27B2749A,Wood Duck,Aix sponsa,36,596,19,12,0.031879194630872486,0.06531120534211197,0.03343201071123949,0.14984554671182865,0.5729166666666666,0.4227836049083513
effort,avibase-2C1981BB,Northern Rough-winged Swallow,Stelgidopteryx serripennis,36,596,17,7,0.028523489932885907,0.04583988318707319,0.01731639325418728,0.12906700523730275,0.6551724137931034,0.2803317042595513
effort,avibase-3558066B,Belted Kingfisher,Megaceryle alcyon,36,596,43,16,0.07214765100671142,0.08250794530964937,0.010360294302937958,0.25505644612228195,0.53125,0.4689341047187514
effort,avibase-36B3872D,Turkey Vulture,Cathartes aura,36,596,156,29,0.26174496644295303,0.32219673048129815,0.060451764038345124,0.5823786050673656,0.42857142857142855,0.753130538044916
effort,avibase-37E9CCDA,Chipping Sparrow,Spizella passerina,36,596,125,14,0.20973154362416108,0.19717012890833335,0.012561414715827723,0.5000223961253872,0.551948051948052,0.422334756817786
effort,avibase-39BD9FF2,White-throated Sparrow,Zonotrichia albicollis,36,596,181,20,0.3036912751677852,0.27941602040957286,0.02427525475821235,0.6004058506626736,0.603125,0.7094051327892219
effort,avibase-3AC46C54,Double-crested Cormorant,Nannopterum auritum,36,596,16,7,0.026845637583892617,0.07331443750518281,0.04646879992129019,0.14524080273866932,0.35467980295566504,0.18053713527851456
effort,avibase-41062654,Northern Parula,Setophaga americana,36,596,81,15,0.13590604026845637,0.12818228800924833,0.007723752259208044,0.397178210401079,0.638095238095238,0.6249975317080579
effort,avibase-42101632,Scarlet Tanager,Piranga olivacea,36,596,50,7,0.08389261744966443,0.07388145586588239,0.010011161583782041,0.2830132510262068,0.6798029556650246,0.44669738863287245
effort,avibase-43E56D2C,Fish Crow,Corvus ossifragus,36,596,85,21,0.14261744966442952,0.10906279349587107,0.03355465616855845,0.4096941492215173,0.5142857142857142,0.5771796892602941
effort,avibase-448D91B7,Red-headed Woodpecker,Melanerpes erythrocephalus,36,596,1,1,0.0016778523489932886,0.007144241430484159,0.00546638908149087,0.015493474842596094,0.22857142857142856,0.03571428571428571
effort,avibase-49D9148A,Great Egret,Ardea alba,36,596,8,3,0.013422818791946308,0.01321846358603079,0.00020435520591551883,0.07147116978257048,0.18181818181818182,0.0665546218487395
effort,avibase-4D207AF6,Black-and-white Warbler,Mniotilta varia,36,596,23,8,0.03859060402684564,0.051062862520049886,0.012472258493204248,0.16535305573548176,0.53125,0.3372318148110695
effort,avibase-4E192262,Swamp Sparrow,Melospiza georgiana,36,596,46,8,0.07718120805369127,0.07209057590905452,0.005090632144636759,0.260644500317476,0.5625,0.28811813186813184
effort,avibase-4E74AE22,Northern Cardinal,Cardinalis cardinalis,36,596,403,33,0.6761744966442953,0.6783485354593136,0.00217403881501832,0.6267114378986679,0.696969696969697,0.9623411466189726
effort,avibase-4FF7DE80,Black Vulture,Coragyps atratus,36,596,103,17,0.17281879194630873,0.1872052488311025,0.014386456884793786,0.45115771628571083,0.6130030959752322,0.5624514562856163
effort,avibase-536A5157,Red-tailed Hawk,Buteo jamaicensis,36,596,60,17,0.10067114093959731,0.09308723801584452,0.007583902923752786,0.3239650506756656,0.4458204334365325,0.4779672450681301
effort,avibase-58C502EA,Barn Swallow,Hirundo rustica,36,596,26,10,0.0436241610738255,0.06533170903989133,0.021707547966065825,0.1752056520961003,0.6730769230769231,0.4186891471101998
effort,avibase-6090278A,Eastern Towhee,Pipilo erythrophthalmus,36,596,181,27,0.3036912751677852,0.35992471548734895,0.05623344031956373,0.5736772267326182,0.823045267489712,0.9030790417700153
effort,avibase-60E6081E,Hooded Merganser,Lophodytes cucullatus,36,596,17,3,0.028523489932885907,0.015638709238624114,0.012884780694261792,0.12709925472448197,0.8888888888888888,0.5575757575757575
effort,avibase-60F32AF8,American Herring Gull,Larus smithsonianus,36,596,0,0,0.0,0.001433957043891435,0.001433957043891435,0.0014350000128615908,,
effort,avibase-6283E61E,Pine Warbler,Setophaga pinus,36,596,141,16,0.23657718120805368,0.3074372134502702,0.07086003224221651,0.5538922806348764,0.35625,0.3715067740247955
effort,avibase-62CA2AF8,Eastern Phoebe,Sayornis phoebe,36,596,264,28,0.4429530201342282,0.3208574739178555,0.1220955462163727,0.7178851926347845,0.6830357142857143,0.884870294219293
effort,avibase-69544B59,American Crow,Corvus brachyrhynchos,36,596,411,32,0.6895973154362416,0.6531010307121596,0.03649628472408195,0.6159749180966066,0.8515625,0.9770620931526217
effort,avibase-6CDC3C9C,Laughing Gull,Leucophaeus atricilla,36,596,2,1,0.003355704697986577,0.00851850369913916,0.005162799001152582,0.02404855767979932,0.8285714285714286,0.14285714285714285
effort,avibase-719935EF,Royal Tern,Thalasseus maximus,36,596,1,1,0.0016778523489932886,0.004417724284693449,0.00273987193570016,0.013014214206500938,0.9714285714285714,0.5
effort,avibase-7EFF698D,Northern Mockingbird,Mimus polyglottos,36,596,92,22,0.15436241610738255,0.2230486710549601,0.06868625494757755,0.42433374800928214,0.6753246753246753,0.7081562391856511
effort,avibase-847717E2,Red-eyed Vireo,Vireo olivaceus,36,596,108,14,0.18120805369127516,0.18125753299701933,4.947930574417114e-05,0.4692656080334115,0.6558441558441559,0.6026087279697528
effort,avibase-85625D75,Mallard,Anas platyrhynchos,36,596,63,16,0.10570469798657718,0.08535374579763652,0.02035095218894066,0.3263466659439719,0.615625,0.5536269686373587
effort,avibase-86D45B8F,Green Heron,Butorides virescens,36,596,5,3,0.008389261744966443,0.010914545412481632,0.0025252836675151887,0.046495528264899576,0.696969696969697,0.1603174603174603
effort,avibase-891798D9,Summer Tanager,Piranga rubra,36,596,50,6,0.08389261744966443,0.12069499043860292,0.036802372988938487,0.2933539873552525,0.42777777777777776,0.17569444444444446
effort,avibase-89431E9F,House Finch,Haemorhous mexicanus,36,596,109,26,0.18288590604026847,0.2158210088542644,0.03293510281399592,0.4695313022397821,0.5269230769230769,0.7608154981002884
effort,avibase-8BBB3255,Common Grackle,Quiscalus quiscula,36,596,53,13,0.08892617449664429,0.09473371421980778,0.005807539723163488,0.29005497756867776,0.6020066889632107,0.43649218165347203
effort,avibase-8CD66855,Eastern Meadowlark,Sturnella magna,36,596,44,8,0.0738255033557047,0.0713181558546404,0.002507347501064308,0.25576099533097313,0.40625,0.24726806089257425
effort,avibase-8D6D5F2B,Great Crested Flycatcher,Myiarchus crinitus,36,596,22,9,0.03691275167785235,0.06071197744708933,0.02379922576923698,0.1663066435205464,0.3868312757201646,0.23680196744712875
effort,avibase-8E1D9327,Wood Thrush,Hylocichla mustelina,36,596,57,12,0.09563758389261745,0.08574536429005582,0.009892219602561633,0.3168408514685906,0.6180555555555556,0.5210489993098688
effort,avibase-93694BB5,Great Blue Heron,Ardea herodias,36,596,59,20,0.09899328859060402,0.06785922742530004,0.031134061165303983,0.33088689287910117,0.3625,0.508838127128547
effort,avibase-9437D635,Cedar Waxwing,Bombycilla cedrorum,36,596,42,17,0.07046979865771812,0.08317554877108375,0.012705750113365638,0.2468643747354243,0.6563467492260062,0.6000131829056433
effort,avibase-94A44032,European Starling,Sturnus vulgaris,36,596,54,11,0.09060402684563758,0.12141429941676207,0.030810272571124495,0.2929172313624318,0.6254545454545455,0.3747847953410613
effort,avibase-95B77F08,Gray Catbird,Dumetella carolinensis,36,596,52,12,0.087248322147651,0.10889325832210531,0.021644936174454302,0.2763232217356781,0.84375,0.6182412494912494
effort,avibase-95DB0943,Blue-headed Vireo,Vireo solitarius,36,596,25,11,0.04194630872483222,0.03730322353091816,0.004643085193914057,0.1662526026308048,0.6836363636363636,0.545049801764388
effort,avibase-9891BF73,Eastern Wood-Pewee,Contopus virens,36,596,55,7,0.09228187919463088,0.11892064452021314,0.026638765325582264,0.3044986029031218,0.6108374384236454,0.44274376417233563
effort,avibase-9A8E55D0,Pied-billed Grebe,Podilymbus podiceps,36,596,10,3,0.016778523489932886,0.008445393471453564,0.008333130018479322,0.08648453224134851,0.696969696969697,0.18095238095238098
effort,avibase-9BE68BD3,Yellow-bellied Sapsucker,Sphyrapicus varius,36,596,120,14,0.20134228187919462,0.14010245102963992,0.0612398308495547,0.5046295604457398,0.5324675324675324,0.5201207011246817
effort,avibase-9D06AF89,Hairy Woodpecker,Leuconotopicus villosus,36,596,85,12,0.14261744966442952,0.08040967976811948,0.062207769896310036,0.41654707010716213,0.7256944444444444,0.7057660570591605
effort,avibase-A15C5071,Blue-gray Gnatcatcher,Polioptila caerulea,36,596,124,17,0.2080536912751678,0.21143243354338928,0.0033787422682214907,0.5163608693906585,0.6037151702786377,0.5531258333832588
effort,avibase-A4F5C5C8,Northern House Wren,Troglodytes aedon,36,596,45,13,0.07550335570469799,0.06125315159384236,0.014250204110855626,0.2514825085041666,0.725752508361204,0.5120287169358787
effort,avibase-A5F09E05,Song Sparrow,Melospiza melodia,36,596,234,25,0.3926174496644295,0.36700808781905464,0.02560936184537488,0.6561809241119723,0.6436363636363637,0.8041118282831883
effort,avibase-A7A75EA1,Blue Grosbeak,Passerina caerulea,36,596,17,8,0.028523489932885907,0.05610579616646438,0.027582306233578477,0.1354709914489804,0.47767857142857145,0.2760196792454857
effort,avibase-A8347C7D,Eastern Bluebird,Sialia sialis,36,596,294,30,0.49328859060402686,0.45523919855188205,0.038049392052144804,0.6923399624143455,0.4111111111111111,0.7788022824306942
effort,avibase-ACB9D1C6,Purple Martin,Progne subis,36,596,1,1,0.0016778523489932886,0.03207725183663252,0.03039939948763923,0.03790072735037058,0.8857142857142857,0.2
effort,avibase-AD7F307B,Brown-headed Nuthatch,Sitta pusilla,36,596,86,21,0.14429530201342283,0.13807521571699005,0.006220086296432781,0.40298420226618686,0.46984126984126984,0.6160011534833195
effort,avibase-B01E8BD4,Hermit Thrush,Catharus guttatus,36,596,59,15,0.09899328859060402,0.10153593386729691,0.002542645276692887,0.3220228143904516,0.6190476190476191,0.4914076827768666
effort,avibase-B48335B1,Pine Siskin,Spinus pinus,36,596,4,4,0.006711409395973154,0.037304347087222856,0.0305929376912497,0.058774517142479124,0.9140625,0.69375
effort,avibase-B488AB70,Tufted Titmouse,Baeolophus bicolor,36,596,461,34,0.7734899328859061,0.7209950031450131,0.05249492974089298,0.545014863935124,0.6323529411764706,0.9714298193997754
effort,avibase-B59E1863,Canada Goose,Branta canadensis,36,596,97,22,0.16275167785234898,0.1209392777750356,0.04181240007731338,0.445703662975104,0.45454545454545453,0.622563854573368
effort,avibase-B60B1166,Ruby-crowned Kinglet,Corthylio calendula,36,596,135,19,0.22651006711409397,0.22943889894741493,0.0029288318333209606,0.5355367797025872,0.5232198142414861,0.5446276419038553
effort,avibase-BA4C8A02,Common Yellowthroat,Geothlypis trichas,36,596,48,12,0.08053691275167785,0.11227980351088031,0.03174289075920246,0.2803941008256864,0.4652777777777778,0.3351806427625051
effort,avibase-BBA2F9DF,Tree Swallow,Tachycineta bicolor,36,596,35,9,0.0587248322147651,0.07286427156287152,0.014139439348106422,0.21436131725317453,0.6172839506172839,0.3635716135716136
effort,avibase-BC5A9498,Yellow-rumped Warbler,Setophaga coronata,36,596,93,22,0.15604026845637584,0.10349866804110523,0.0525416004152706,0.44395808165136225,0.5551948051948052,0.6707546549746307
effort,avibase-BCF9A19A,Killdeer,Charadrius vociferus,36,596,36,8,0.06040268456375839,0.05947784217537049,0.0009248423883879003,0.2231018317479359,0.8526785714285714,0.5476377788877789
effort,avibase-BED38F50,American Redstart,Setophaga ruticilla,36,596,15,8,0.025167785234899327,0.03998264168770421,0.014814856452804885,0.1171246222308294,0.5625,0.26182276270191873
effort,avibase-C3AD1AFF,Chimney Swift,Chaetura pelagica,36,596,60,17,0.10067114093959731,0.09629997976074282,0.004371161178854485,0.321487754476936,0.6996904024767802,0.5868490594474022
effort,avibase-C86D078E,Red-winged Blackbird,Agelaius phoeniceus,36,596,70,15,0.1174496644295302,0.1562132870515921,0.0387636226220619,0.35233690810834334,0.5904761904761905,0.4933511331497346
